0,28;0,6102612
0,281926;0,611
0,284536;0,612
0,287147;0,613
0,28976;0,614
0,29;0,6140919
0,292375;0,615
0,294992;0,616
0,297611;0,617
0,3;0,6179114
0,300232;0,618
0,302855;0,619
0,305481;0,62
0,308108;0,621
0,31;0,6217195
0,310738;0,622
0,313369;0,623
0,316003;0,624
0,318639;0,625
0,32;0,6255158
0,321278;0,626
0,323918;0,627
0,326561;0,628
0,329206;0,629
0,33;0,6293
0,331853;0,63
0,334503;0,631
0,337155;0,632
0,339809;0,633
0,34;0,6330717
0,342466;0,634
0,345126;0,635
0,347787;0,636
0,35;0,6368307
0,350451;0,637
0,353118;0,638
0,355787;0,639
0,358459;0,64
0,36;0,6405764
0,361133;0,641
0,36381;0,642
0,366489;0,643
0,369171;0,644
0,37;0,6443088
0,371856;0,645
0,374543;0,646
0,377234;0,647
0,379926;0,648
0,38;0,6480273
0,382622;0,649
0,38532;0,65
0,388022;0,651
0,39;0,6517317
0,390726;0,652
0,393433;0,653
0,396142;0,654
0,398855;0,655
0,4;0,6554217
0,401571;0,656
0,404289;0,657
0,407011;0,658
0,409735;0,659
0,41;0,659097
0,412463;0,66
0,415194;0,661
0,417928;0,662
0,42;0,6627573
0,420665;0,663
0,423405;0,664
0,426148;0,665
0,428895;0,666
0,43;0,6664022
0,431644;0,667
0,434397;0,668
0,437154;0,669
0,439913;0,67
0,44;0,6700314
0,442676;0,671
0,445443;0,672
0,448212;0,673
0,45;0,6736448
0,450985;0,674
0,453762;0,675
0,456542;0,676
0,459326;0,677
0,46;0,6772419
0,462113;0,678
0,464904;0,679
0,467699;0,68
0,47;0,6808225
0,470497;0,681
0,473299;0,682
0,476104;0,683
0,478914;0,684
0,48;0,6843863
0,481727;0,685
0,484544;0,686
0,487365;0,687
0,49;0,6879331
0,490189;0,688
0,493018;0,689
0,49585;0,69
0,498687;0,691
0,5;0,6914625
0,501527;0,692
0,504372;0,693
0,507221;0,694
0,51;0,6949743
0,510073;0,695
0,51293;0,696
0,515792;0,697
0,518657;0,698
0,52;0,6984682
0,521527;0,699
0,524401;0,7
0,527279;0,701
0,53;0,701944
0,530161;0,702
0,533049;0,703
0,53594;0,704
0,538836;0,705
0,54;0,7054015
0,541737;0,706
0,544642;0,707
0,547551;0,708
0,55;0,7088403
0,550466;0,709
0,553385;0,71
0,556308;0,711
0,559237;0,712
0,56;0,7122603
0,56217;0,713
0,565108;0,714
0,568051;0,715
0,57;0,7156612
0,570999;0,716
0,573952;0,717
0,57691;0,718
0,579873;0,719
0,58;0,7190427
0,582842;0,72
0,585815;0,721
0,588793;0,722
0,59;0,7224047
0,591777;0,723
0,594766;0,724
0,59776;0,725
0,6;0,7257469
0,60076;0,726
0,603765;0,727
0,606775;0,728
0,609791;0,729
0,61;0,7290691
0,612813;0,73
0,61584;0,731
0,618873;0,732
0,62;0,7323711
0,621912;0,733
0,624956;0,734
0,628006;0,735
0,63;0,7356527
0,631062;0,736
0,634124;0,737
0,637192;0,738
0,64;0,7389137
0,640266;0,739
0,643345;0,74
0,646431;0,741
0,649524;0,742
0,65;0,7421539
0,652622;0,743
0,655727;0,744
0,658838;0,745
0,66;0,7453731
0,661955;0,746
0,665079;0,747
0,668209;0,748
0,67;0,7485711
0,671346;0,749
0,67449;0,75
0,67764;0,751
0,68;0,7517478
0,680797;0,752
0,683961;0,753
0,687131;0,754
0,69;0,7549029
0,690309;0,755
0,693493;0,756
0,696685;0,757
0,699884;0,758
0,7;0,7580363
0,703089;0,759
0,706303;0,76
0,709523;0,761
0,71;0,7611479
0,712751;0,762
0,715986;0,763
0,719229;0,764
0,72;0,7642375
0,722479;0,765
0,725737;0,766
0,729003;0,767
0,73;0,7673049
0,732276;0,768
0,735558;0,769
0,738847;0,77
0,74;0,77035
0,742144;0,771
0,74545;0,772
0,748763;0,773
0,75;0,7733726
0,752085;0,774
0,755415;0,775
0,758754;0,776
0,76;0,7763727
0,762101;0,777
0,765456;0,778
0,76882;0,779
0,77;0,7793501
0,772193;0,78
0,775575;0,781
0,778966;0,782
0,78;0,7823046
0,782365;0,783
0,785774;0,784
0,789192;0,785
0,79;0,7852361
0,792619;0,786
0,796055;0,787
0,799501;0,788
0,8;0,7881446
0,802956;0,789
0,806421;0,79
0,809896;0,791
0,81;0,7910299
0,81338;0,792
0,816875;0,793
0,82;0,7938919
0,820379;0,794
0,823894;0,795
0,827418;0,796
0,83;0,7967306
0,830953;0,797
0,834499;0,798
0,838055;0,799
0,84;0,7995458
0,841621;0,8
0,845199;0,801
0,848787;0,802
0,85;0,8023375
0,852386;0,803
0,855996;0,804
0,859617;0,805
0,86;0,8051055
0,86325;0,806
0,866894;0,807
0,87;0,8078498
0,87055;0,808
0,874217;0,809
0,877896;0,81
0,88;0,8105703
0,881587;0,811
0,88529;0,812
0,889006;0,813
0,89;0,8132671
0,892733;0,814
0,896473;0,815
0,9;0,8159399
0,900226;0,816
0,903991;0,817
0,90777;0,818
0,91;0,8185887
0,911561;0,819
0,915365;0,82
0,919183;0,821
0,92;0,8212136
0,923014;0,822
0,926859;0,823
0,93;0,8238145
0,930717;0,824
0,934589;0,825
0,938476;0,826
0,94;0,8263912
0,942376;0,827
0,946291;0,828
0,95;0,8289439
0,950221;0,829
0,954165;0,83
0,958124;0,831
0,96;0,8314724
0,962099;0,832
0,966088;0,833
0,97;0,8339768
0,970093;0,834
0,974114;0,835
0,97815;0,836
0,98;0,8364569
0,982203;0,837
0,986271;0,838
0,99;0,8389129
0,990356;0,839
0,994458;0,84
0,998576;0,841
1;0,8413447
1,002712;0,842
1,006864;0,843
1,01;0,8437524
1,011034;0,844
1,015222;0,845
1,019428;0,846
1,02;0,8461358
1,023651;0,847
1,027893;0,848
1,03;0,848495
1,032154;0,849
1,036433;0,85
1,04;0,85083
1,040732;0,851
1,04505;0,852
1,049387;0,853
1,05;0,8531409
1,053744;0,854
1,058122;0,855
1,06;0,8554277
1,062519;0,856
1,066938;0,857
1,07;0,8576903
1,071377;0,858
1,075837;0,859
1,08;0,8599289
1,080319;0,86
1,084823;0,861
1,089349;0,862
1,09;0,8621434
1,093897;0,863
1,098468;0,864
1,1;0,8643339
1,103063;0,865
1,10768;0,866
1,11;0,8665005
1,112321;0,867
1,116987;0,868
1,12;0,8686431
1,121677;0,869
1,126391;0,87
1,13;0,8707619
1,131131;0,871
1,135896;0,872
1,14;0,8728568
1,140687;0,873
1,145505;0,874
1,15;0,8749281
1,150349;0,875
1,155221;0,876
1,16;0,8769756
1,16012;0,877
1,165047;0,878
1,17;0,8789995
1,170002;0,879
1,174987;0,88
1,18;0,8809999
1,180001;0,881
1,185044;0,882
1,19;0,8829768
1,190118;0,883
1,195223;0,884
1,2;0,8849303
1,200359;0,885
1,205527;0,886
1,21;0,8868606
1,210727;0,887
1,21596;0,888
1,22;0,8887676
1,221227;0,889
1,226528;0,89
1,23;0,8906514
1,231864;0,891
1,237235;0,892
1,24;0,8925123
1,242641;0,893
1,248085;0,894
1,25;0,8943502
1,253565;0,895
1,259084;0,896
1,26;0,8961653
1,264641;0,897
1,27;0,8979577
1,270238;0,898
1,275874;0,899
1,28;0,8997274
1,281552;0,9
1,287271;0,901
1,29;0,9014747
1,293032;0,902
1,298837;0,903
1,3;0,9031995
1,304685;0,904
1,31;0,9049021
1,310579;0,905
1,316519;0,906
1,32;0,9065825
1,322505;0,907
1,328539;0,908
1,33;0,9082409
1,334622;0,909
1,34;0,9098773
1,340755;0,91
1,346939;0,911
1,35;0,911492
1,353174;0,912
1,359463;0,913
1,36;0,913085
1,365806;0,914
1,37;0,9146565
1,372204;0,915
1,378659;0,916
1,38;0,9162067
1,385172;0,917
1,39;0,9177356
1,391744;0,918
1,398377;0,919
1,4;0,9192433
1,405072;0,92
1,41;0,9207302
1,41183;0,921
1,418654;0,922
1,42;0,9221962
1,425544;0,923
1,43;0,9236415
1,432503;0,924
1,439531;0,925
1,44;0,9250663
1,446632;0,926
1,45;0,9264707
1,453806;0,927
1,46;0,927855
1,461056;0,928
1,468384;0,929
1,47;0,9292191
1,475791;0,93
1,48;0,9305634
1,48328;0,931
1,49;0,9318879
1,490853;0,932
1,498513;0,933
1,5;0,9331928
1,506262;0,934
1,51;0,9344783
1,514102;0,935
1,52;0,9357445
1,522036;0,936
1,53;0,9369916
1,530068;0,937
1,538199;0,938
1,54;0,9382198
1,546433;0,939
1,55;0,9394292
1,554774;0,94
1,56;0,9406201
1,563224;0,941
1,57;0,9417924
1,571787;0,942
1,58;0,9429466
1,580467;0,943
1,589268;0,944
1,59;0,9440826
1,598193;0,945
1,6;0,9452007
1,607248;0,946
1,61;0,9463011
1,616436;0,947
1,62;0,9473839
1,625763;0,948
1,63;0,9484493
1,635234;0,949
1,64;0,9494974
1,644854;0,95
1,65;0,9505285
1,654628;0,951
1,66;0,9515428
1,664563;0,952
1,67;0,9525403
1,674665;0,953
1,68;0,9535213
1,684941;0,954
1,69;0,954486
1,695398;0,955
1,7;0,9554345
1,706043;0,956
1,71;0,9563671
1,716886;0,957
1,72;0,9572838
1,727934;0,958
1,73;0,9581849
1,739198;0,959
1,74;0,9590705
1,75;0,9599408
1,750686;0,96
1,76;0,9607961
1,76241;0,961
1,77;0,9616364
1,774382;0,962
1,78;0,962462
1,786613;0,963
1,79;0,963273
1,799118;0,964
1,8;0,9640697
1,81;0,9648521
1,811911;0,965
1,82;0,9656205
1,825007;0,966
1,83;0,966375
1,838424;0,967
1,84;0,9671159
1,85;0,9678432
1,85218;0,968
1,86;0,9685572
1,866296;0,969
1,87;0,9692581
1,88;0,969946
1,880794;0,97
1,89;0,970621
1,895698;0,971
1,9;0,9712834
1,91;0,9719334
1,911036;0,972
1,92;0,9725711
1,926837;0,973
1,93;0,9731966
1,94;0,9738102
1,943134;0,974
1,95;0,9744119
1,959964;0,975
1,96;0,9750021
1,97;0,9755808
1,977368;0,976
1,98;0,9761482
1,99;0,9767045
1,995393;0,977
2;0,9772499
2,01;0,9777844
2,014091;0,978
2,02;0,9783083
2,03;0,9788217
2,03352;0,979
2,04;0,9793248
2,05;0,9798178
2,053749;0,98
2,06;0,9803007
2,07;0,9807738
2,074855;0,981
2,08;0,9812372
2,09;0,9816911
2,096927;0,982
2,1;0,9821356
2,11;0,9825708
2,12;0,982997
2,120072;0,983
2,13;0,9834142
2,14;0,9838226
2,144411;0,984
2,15;0,9842224
2,16;0,9846137
2,17;0,9849966
2,17009;0,985
2,18;0,9853713
2,19;0,9857379
2,197286;0,986
2,2;0,9860966
2,21;0,9864474
2,22;0,9867906
2,226212;0,987
2,23;0,9871263
2,24;0,9874545
2,25;0,9877755
2,257129;0,988
2,26;0,9880894
2,27;0,9883962
2,28;0,9886962
2,29;0,9889893
2,290368;0,989
2,3;0,9892759
2,31;0,9895559
2,32;0,9898296
2,326348;0,99
2,33;0,9900969
2,34;0,9903581
2,35;0,9906133
2,36;0,9908625
2,365618;0,991
2,37;0,991106
2,38;0,9913437
2,39;0,9915758
2,4;0,9918025
2,408916;0,992
2,41;0,9920237
2,42;0,9922397
2,43;0,9924506
2,44;0,9926564
2,45;0,9928572
2,457263;0,993
2,46;0,9930531
2,47;0,9932443
2,48;0,9934309
2,49;0,9936128
2,5;0,9937903
2,51;0,9939634
2,512144;0,994
2,52;0,9941323
2,53;0,9942969
2,54;0,9944574
2,55;0,9946139
2,56;0,9947664
2,57;0,9949151
2,575829;0,995
2,58;0,99506
2,59;0,9952012
2,6;0,9953388
2,61;0,9954729
2,62;0,9956035
2,63;0,9957308
2,64;0,9958547
2,65;0,9959754
2,65207;0,996
2,66;0,996093
2,67;0,9962074
2,68;0,9963189
2,69;0,9964274
2,7;0,996533
2,71;0,9966358
2,72;0,9967359
2,73;0,9968333
2,74;0,996928
2,747781;0,997
2,75;0,9970202
2,76;0,9971099
2,77;0,9971972
2,78;0,9972821
2,79;0,9973646
2,8;0,9974449
2,81;0,9975229
2,82;0,9975988
2,83;0,9976726
2,84;0,9977443
2,85;0,997814
2,86;0,9978818
2,87;0,9979476
2,878162;0,998
2,88;0,9980116
2,89;0,9980738
2,9;0,9981342
2,91;0,9981929
2,92;0,9982498
2,93;0,9983052
2,94;0,9983589
2,95;0,9984111
2,96;0,9984618
2,97;0,998511
2,98;0,9985588
2,99;0,9986051
3;0,9986501
3,090232;0,999
3,1;0,9990324
3,2;0,9993129
3,3;0,9995166
3,4;0,9996631
3,5;0,9997674
3,6;0,9998409
3,7;0,9998922
3,8;0,9999277
3,9;0,9999519
4;0,9999683
